id,Scope,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
1764,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.30379,2021-01-01 00:00:00,2021-12-31 23:59:59
1765,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01173,2021-01-01 00:00:00,2021-12-31 23:59:59
1766,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,km,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.69873,2021-01-01 00:00:00,2021-12-31 23:59:59
1767,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,km,kg CH4,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00012,2021-01-01 00:00:00,2021-12-31 23:59:59
1768,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,km,kg CO2,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.69132,2021-01-01 00:00:00,2021-12-31 23:59:59
1769,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,km,kg N2O,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00729,2021-01-01 00:00:00,2021-12-31 23:59:59
1770,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,miles,miles,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.1245,2021-01-01 00:00:00,2021-12-31 23:59:59
1771,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,miles,miles,kg CH4,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
1772,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.11256,2021-01-01 00:00:00,2021-12-31 23:59:59
1773,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01173,2021-01-01 00:00:00,2021-12-31 23:59:59
1774,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.9118,2021-01-01 00:00:00,2021-12-31 23:59:59
1775,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
1776,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.89969,2021-01-01 00:00:00,2021-12-31 23:59:59
1777,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01191,2021-01-01 00:00:00,2021-12-31 23:59:59
1778,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.4674,2021-01-01 00:00:00,2021-12-31 23:59:59
1779,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
1780,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.44791,2021-01-01 00:00:00,2021-12-31 23:59:59
1781,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),0% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.01916,2021-01-01 00:00:00,2021-12-31 23:59:59
1782,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.10929,2021-01-01 00:00:00,2021-12-31 23:59:59
1783,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
1784,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.09718,2021-01-01 00:00:00,2021-12-31 23:59:59
1785,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01191,2021-01-01 00:00:00,2021-12-31 23:59:59
1786,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.78523,2021-01-01 00:00:00,2021-12-31 23:59:59
1787,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
1788,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.76574,2021-01-01 00:00:00,2021-12-31 23:59:59
1789,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),50% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.01916,2021-01-01 00:00:00,2021-12-31 23:59:59
1790,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.30678,2021-01-01 00:00:00,2021-12-31 23:59:59
1791,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
1792,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.29467,2021-01-01 00:00:00,2021-12-31 23:59:59
1793,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01191,2021-01-01 00:00:00,2021-12-31 23:59:59
1794,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),2.10307,2021-01-01 00:00:00,2021-12-31 23:59:59
1795,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
1796,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),2.08357,2021-01-01 00:00:00,2021-12-31 23:59:59
1797,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),100% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.01916,2021-01-01 00:00:00,2021-12-31 23:59:59
1798,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.13993,2021-01-01 00:00:00,2021-12-31 23:59:59
1799,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.0002,2021-01-01 00:00:00,2021-12-31 23:59:59
1800,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.12781,2021-01-01 00:00:00,2021-12-31 23:59:59
1801,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01191,2021-01-01 00:00:00,2021-12-31 23:59:59
1802,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.83453,2021-01-01 00:00:00,2021-12-31 23:59:59
1803,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00033,2021-01-01 00:00:00,2021-12-31 23:59:59
1804,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.81504,2021-01-01 00:00:00,2021-12-31 23:59:59
1805,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),Average laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.01916,2021-01-01 00:00:00,2021-12-31 23:59:59
1806,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,km,kg CO2e,All rigids km HGVs refrigerated (all diesel),0.79063,2021-01-01 00:00:00,2021-12-31 23:59:59
1807,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,km,kg CH4,All rigids km HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1808,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,km,kg CO2,All rigids km HGVs refrigerated (all diesel),0.78048,2021-01-01 00:00:00,2021-12-31 23:59:59
1809,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,km,km,kg N2O,All rigids km HGVs refrigerated (all diesel),0.00999,2021-01-01 00:00:00,2021-12-31 23:59:59
1810,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,miles,kg CO2e,All rigids miles HGVs refrigerated (all diesel),1.2724,2021-01-01 00:00:00,2021-12-31 23:59:59
1811,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,miles,kg CH4,All rigids miles HGVs refrigerated (all diesel),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
1812,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,miles,kg CO2,All rigids miles HGVs refrigerated (all diesel),1.25606,2021-01-01 00:00:00,2021-12-31 23:59:59
1813,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,0% Laden,miles,miles,kg N2O,All rigids miles HGVs refrigerated (all diesel),0.01607,2021-01-01 00:00:00,2021-12-31 23:59:59
1814,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,km,kg CO2e,All rigids km HGVs refrigerated (all diesel),0.94008,2021-01-01 00:00:00,2021-12-31 23:59:59
1815,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,km,kg CH4,All rigids km HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1816,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,km,kg CO2,All rigids km HGVs refrigerated (all diesel),0.92992,2021-01-01 00:00:00,2021-12-31 23:59:59
1817,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,km,km,kg N2O,All rigids km HGVs refrigerated (all diesel),0.00999,2021-01-01 00:00:00,2021-12-31 23:59:59
1818,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,miles,kg CO2e,All rigids miles HGVs refrigerated (all diesel),1.51291,2021-01-01 00:00:00,2021-12-31 23:59:59
1819,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,miles,kg CH4,All rigids miles HGVs refrigerated (all diesel),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
1820,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,miles,kg CO2,All rigids miles HGVs refrigerated (all diesel),1.49656,2021-01-01 00:00:00,2021-12-31 23:59:59
1821,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,50% Laden,miles,miles,kg N2O,All rigids miles HGVs refrigerated (all diesel),0.01607,2021-01-01 00:00:00,2021-12-31 23:59:59
1822,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,km,kg CO2e,All rigids km HGVs refrigerated (all diesel),1.08952,2021-01-01 00:00:00,2021-12-31 23:59:59
1823,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,km,kg CH4,All rigids km HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1824,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,km,kg CO2,All rigids km HGVs refrigerated (all diesel),1.07936,2021-01-01 00:00:00,2021-12-31 23:59:59
1825,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,km,km,kg N2O,All rigids km HGVs refrigerated (all diesel),0.00999,2021-01-01 00:00:00,2021-12-31 23:59:59
1826,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,miles,kg CO2e,All rigids miles HGVs refrigerated (all diesel),1.75341,2021-01-01 00:00:00,2021-12-31 23:59:59
1827,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,miles,kg CH4,All rigids miles HGVs refrigerated (all diesel),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
1828,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,miles,kg CO2,All rigids miles HGVs refrigerated (all diesel),1.73706,2021-01-01 00:00:00,2021-12-31 23:59:59
1829,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,100% Laden,miles,miles,kg N2O,All rigids miles HGVs refrigerated (all diesel),0.01607,2021-01-01 00:00:00,2021-12-31 23:59:59
1830,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,km,kg CO2e,All rigids km HGVs refrigerated (all diesel),0.95603,2021-01-01 00:00:00,2021-12-31 23:59:59
1831,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,km,kg CH4,All rigids km HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1832,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,km,kg CO2,All rigids km HGVs refrigerated (all diesel),0.94587,2021-01-01 00:00:00,2021-12-31 23:59:59
1833,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,km,km,kg N2O,All rigids km HGVs refrigerated (all diesel),0.00999,2021-01-01 00:00:00,2021-12-31 23:59:59
1834,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,miles,kg CO2e,All rigids miles HGVs refrigerated (all diesel),1.53858,2021-01-01 00:00:00,2021-12-31 23:59:59
1835,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,miles,kg CH4,All rigids miles HGVs refrigerated (all diesel),0.00027,2021-01-01 00:00:00,2021-12-31 23:59:59
1836,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,miles,kg CO2,All rigids miles HGVs refrigerated (all diesel),1.52223,2021-01-01 00:00:00,2021-12-31 23:59:59
1837,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,Average laden,miles,miles,kg N2O,All rigids miles HGVs refrigerated (all diesel),0.01607,2021-01-01 00:00:00,2021-12-31 23:59:59
1838,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.72056,2021-01-01 00:00:00,2021-12-31 23:59:59
1839,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
1840,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.70687,2021-01-01 00:00:00,2021-12-31 23:59:59
1841,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.01359,2021-01-01 00:00:00,2021-12-31 23:59:59
1842,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.15963,2021-01-01 00:00:00,2021-12-31 23:59:59
1843,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1844,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.1376,2021-01-01 00:00:00,2021-12-31 23:59:59
1845,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),0% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.02186,2021-01-01 00:00:00,2021-12-31 23:59:59
1846,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.89728,2021-01-01 00:00:00,2021-12-31 23:59:59
1847,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
1848,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.88359,2021-01-01 00:00:00,2021-12-31 23:59:59
1849,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.01359,2021-01-01 00:00:00,2021-12-31 23:59:59
1850,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.44403,2021-01-01 00:00:00,2021-12-31 23:59:59
1851,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1852,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.422,2021-01-01 00:00:00,2021-12-31 23:59:59
1853,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.02186,2021-01-01 00:00:00,2021-12-31 23:59:59
1854,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),1.074,2021-01-01 00:00:00,2021-12-31 23:59:59
1855,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
1856,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),1.06031,2021-01-01 00:00:00,2021-12-31 23:59:59
1857,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.01359,2021-01-01 00:00:00,2021-12-31 23:59:59
1858,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.72843,2021-01-01 00:00:00,2021-12-31 23:59:59
1859,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
1860,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,miles,kg CO2,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.7064,2021-01-01 00:00:00,2021-12-31 23:59:59
1861,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,miles,kg N2O,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.02186,2021-01-01 00:00:00,2021-12-31 23:59:59
1862,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,km,kg CO2e,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.89021,2021-01-01 00:00:00,2021-12-31 23:59:59
1863,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,km,kg CH4,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
1864,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,km,kg CO2,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.87652,2021-01-01 00:00:00,2021-12-31 23:59:59
1865,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,km,km,kg N2O,Articulated (>3.5 - 33t) km HGVs refrigerated (all diesel),0.01359,2021-01-01 00:00:00,2021-12-31 23:59:59
1866,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,miles,kg CO2e,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),1.43266,2021-01-01 00:00:00,2021-12-31 23:59:59
1867,Scope1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),Average laden,miles,miles,kg CH4,Articulated (>3.5 - 33t) miles HGVs refrigerated (all diesel),0.00017,2021-01-01 00:00:00,2021-12-31 23:59:59
