id,Scope,Level 1,Level 2,Level 3,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor 2021,valid_from,valid_to
6745,Scope3,Freighting goods,Cargo ship,RoRo-Ferry,,tonne.km,tonne.km,kg N2O,Cargo ship RoRo-Ferry 0���1999 LM,0.00082,2021-01-01 00:00:00,2021-12-31 23:59:59
6746,Scope3,Freighting goods,Cargo ship,RoRo-Ferry,,tonne.km,tonne.km,kg N2O,Cargo ship RoRo-Ferry Average,0.00069,2021-01-01 00:00:00,2021-12-31 23:59:59
6747,Scope3,Freighting goods,Cargo ship,Large RoPax ferry,,tonne.km,tonne.km,kg CO2e,Cargo ship Large RoPax ferry Average,0.37667,2021-01-01 00:00:00,2021-12-31 23:59:59
6748,Scope3,Freighting goods,Cargo ship,Large RoPax ferry,,tonne.km,tonne.km,kg CH4,Cargo ship Large RoPax ferry Average,0.00011,2021-01-01 00:00:00,2021-12-31 23:59:59
6749,Scope3,Freighting goods,Cargo ship,Large RoPax ferry,,tonne.km,tonne.km,kg CO2,Cargo ship Large RoPax ferry Average,0.3715,2021-01-01 00:00:00,2021-12-31 23:59:59
6750,Scope3,Freighting goods,Cargo ship,Large RoPax ferry,,tonne.km,tonne.km,kg N2O,Cargo ship Large RoPax ferry Average,0.00506,2021-01-01 00:00:00,2021-12-31 23:59:59
6751,Scope3,Freighting goods,Cargo ship,Refrigerated cargo,,tonne.km,tonne.km,kg CO2e,Cargo ship Refrigerated cargo  All dwt,0.01308,2021-01-01 00:00:00,2021-12-31 23:59:59
6752,Scope3,Freighting goods,Cargo ship,Refrigerated cargo,,tonne.km,tonne.km,kg CH4,Cargo ship Refrigerated cargo  All dwt,0.000004,2021-01-01 00:00:00,2021-12-31 23:59:59
6753,Scope3,Freighting goods,Cargo ship,Refrigerated cargo,,tonne.km,tonne.km,kg CO2,Cargo ship Refrigerated cargo  All dwt,0.0129,2021-01-01 00:00:00,2021-12-31 23:59:59
6754,Scope3,Freighting goods,Cargo ship,Refrigerated cargo,,tonne.km,tonne.km,kg N2O,Cargo ship Refrigerated cargo  All dwt,0.00018,2021-01-01 00:00:00,2021-12-31 23:59:59
6755,Scope3,Waste disposal,Construction,Aggregates,Re-use,tonnes,tonnes,kg CO2e,Aggregates,,2021-01-01 00:00:00,2021-12-31 23:59:59
6756,Scope3,Waste disposal,Construction,Aggregates,Open-loop,tonnes,tonnes,kg CO2e,Aggregates,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6757,Scope3,Waste disposal,Construction,Aggregates,Closed-loop,tonnes,tonnes,kg CO2e,Aggregates,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6758,Scope3,Waste disposal,Construction,Aggregates,Combustion,tonnes,tonnes,kg CO2e,Aggregates,,2021-01-01 00:00:00,2021-12-31 23:59:59
6759,Scope3,Waste disposal,Construction,Aggregates,Composting,tonnes,tonnes,kg CO2e,Aggregates,,2021-01-01 00:00:00,2021-12-31 23:59:59
6760,Scope3,Waste disposal,Construction,Aggregates,Landfill,tonnes,tonnes,kg CO2e,Aggregates,1.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6761,Scope3,Waste disposal,Construction,Average construction,Re-use,tonnes,tonnes,kg CO2e,Average construction,,2021-01-01 00:00:00,2021-12-31 23:59:59
6762,Scope3,Waste disposal,Construction,Average construction,Open-loop,tonnes,tonnes,kg CO2e,Average construction,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6763,Scope3,Waste disposal,Construction,Average construction,Closed-loop,tonnes,tonnes,kg CO2e,Average construction,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6764,Scope3,Waste disposal,Construction,Average construction,Combustion,tonnes,tonnes,kg CO2e,Average construction,,2021-01-01 00:00:00,2021-12-31 23:59:59
6765,Scope3,Waste disposal,Construction,Average construction,Composting,tonnes,tonnes,kg CO2e,Average construction,,2021-01-01 00:00:00,2021-12-31 23:59:59
6766,Scope3,Waste disposal,Construction,Average construction,Landfill,tonnes,tonnes,kg CO2e,Average construction,,2021-01-01 00:00:00,2021-12-31 23:59:59
6767,Scope3,Waste disposal,Construction,Asbestos,Re-use,tonnes,tonnes,kg CO2e,Asbestos,,2021-01-01 00:00:00,2021-12-31 23:59:59
6768,Scope3,Waste disposal,Construction,Asbestos,Open-loop,tonnes,tonnes,kg CO2e,Asbestos,,2021-01-01 00:00:00,2021-12-31 23:59:59
6769,Scope3,Waste disposal,Construction,Asbestos,Closed-loop,tonnes,tonnes,kg CO2e,Asbestos,,2021-01-01 00:00:00,2021-12-31 23:59:59
6770,Scope3,Waste disposal,Construction,Asbestos,Combustion,tonnes,tonnes,kg CO2e,Asbestos,,2021-01-01 00:00:00,2021-12-31 23:59:59
6771,Scope3,Waste disposal,Construction,Asbestos,Composting,tonnes,tonnes,kg CO2e,Asbestos,,2021-01-01 00:00:00,2021-12-31 23:59:59
6772,Scope3,Waste disposal,Construction,Asbestos,Landfill,tonnes,tonnes,kg CO2e,Asbestos,5.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6773,Scope3,Waste disposal,Construction,Asphalt,Re-use,tonnes,tonnes,kg CO2e,Asphalt,,2021-01-01 00:00:00,2021-12-31 23:59:59
6774,Scope3,Waste disposal,Construction,Asphalt,Open-loop,tonnes,tonnes,kg CO2e,Asphalt,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6775,Scope3,Waste disposal,Construction,Asphalt,Closed-loop,tonnes,tonnes,kg CO2e,Asphalt,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6776,Scope3,Waste disposal,Construction,Asphalt,Combustion,tonnes,tonnes,kg CO2e,Asphalt,,2021-01-01 00:00:00,2021-12-31 23:59:59
6777,Scope3,Waste disposal,Construction,Asphalt,Composting,tonnes,tonnes,kg CO2e,Asphalt,,2021-01-01 00:00:00,2021-12-31 23:59:59
6778,Scope3,Waste disposal,Construction,Asphalt,Landfill,tonnes,tonnes,kg CO2e,Asphalt,1.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6779,Scope3,Waste disposal,Construction,Bricks,Re-use,tonnes,tonnes,kg CO2e,Bricks,,2021-01-01 00:00:00,2021-12-31 23:59:59
6780,Scope3,Waste disposal,Construction,Bricks,Open-loop,tonnes,tonnes,kg CO2e,Bricks,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6781,Scope3,Waste disposal,Construction,Bricks,Closed-loop,tonnes,tonnes,kg CO2e,Bricks,,2021-01-01 00:00:00,2021-12-31 23:59:59
6782,Scope3,Waste disposal,Construction,Bricks,Combustion,tonnes,tonnes,kg CO2e,Bricks,,2021-01-01 00:00:00,2021-12-31 23:59:59
6783,Scope3,Waste disposal,Construction,Bricks,Composting,tonnes,tonnes,kg CO2e,Bricks,,2021-01-01 00:00:00,2021-12-31 23:59:59
6784,Scope3,Waste disposal,Construction,Bricks,Landfill,tonnes,tonnes,kg CO2e,Bricks,1.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6785,Scope3,Waste disposal,Construction,Concrete,Re-use,tonnes,tonnes,kg CO2e,Concrete,,2021-01-01 00:00:00,2021-12-31 23:59:59
6786,Scope3,Waste disposal,Construction,Concrete,Open-loop,tonnes,tonnes,kg CO2e,Concrete,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6787,Scope3,Waste disposal,Construction,Concrete,Closed-loop,tonnes,tonnes,kg CO2e,Concrete,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6788,Scope3,Waste disposal,Construction,Concrete,Combustion,tonnes,tonnes,kg CO2e,Concrete,,2021-01-01 00:00:00,2021-12-31 23:59:59
6789,Scope3,Waste disposal,Construction,Concrete,Composting,tonnes,tonnes,kg CO2e,Concrete,,2021-01-01 00:00:00,2021-12-31 23:59:59
6790,Scope3,Waste disposal,Construction,Concrete,Landfill,tonnes,tonnes,kg CO2e,Concrete,1.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6791,Scope3,Waste disposal,Construction,Insulation,Re-use,tonnes,tonnes,kg CO2e,Insulation,,2021-01-01 00:00:00,2021-12-31 23:59:59
6792,Scope3,Waste disposal,Construction,Insulation,Open-loop,tonnes,tonnes,kg CO2e,Insulation,,2021-01-01 00:00:00,2021-12-31 23:59:59
6793,Scope3,Waste disposal,Construction,Insulation,Closed-loop,tonnes,tonnes,kg CO2e,Insulation,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6794,Scope3,Waste disposal,Construction,Insulation,Combustion,tonnes,tonnes,kg CO2e,Insulation,,2021-01-01 00:00:00,2021-12-31 23:59:59
6795,Scope3,Waste disposal,Construction,Insulation,Composting,tonnes,tonnes,kg CO2e,Insulation,,2021-01-01 00:00:00,2021-12-31 23:59:59
6796,Scope3,Waste disposal,Construction,Insulation,Landfill,tonnes,tonnes,kg CO2e,Insulation,1.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6797,Scope3,Waste disposal,Construction,Metals,Re-use,tonnes,tonnes,kg CO2e,Metals,,2021-01-01 00:00:00,2021-12-31 23:59:59
6798,Scope3,Waste disposal,Construction,Metals,Open-loop,tonnes,tonnes,kg CO2e,Metals,,2021-01-01 00:00:00,2021-12-31 23:59:59
6799,Scope3,Waste disposal,Construction,Metals,Closed-loop,tonnes,tonnes,kg CO2e,Metals,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6800,Scope3,Waste disposal,Construction,Metals,Combustion,tonnes,tonnes,kg CO2e,Metals,,2021-01-01 00:00:00,2021-12-31 23:59:59
6801,Scope3,Waste disposal,Construction,Metals,Composting,tonnes,tonnes,kg CO2e,Metals,,2021-01-01 00:00:00,2021-12-31 23:59:59
6802,Scope3,Waste disposal,Construction,Metals,Landfill,tonnes,tonnes,kg CO2e,Metals,1.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6803,Scope3,Waste disposal,Construction,Soils,Re-use,tonnes,tonnes,kg CO2e,Soils,,2021-01-01 00:00:00,2021-12-31 23:59:59
6804,Scope3,Waste disposal,Construction,Soils,Open-loop,tonnes,tonnes,kg CO2e,Soils,,2021-01-01 00:00:00,2021-12-31 23:59:59
6805,Scope3,Waste disposal,Construction,Soils,Closed-loop,tonnes,tonnes,kg CO2e,Soils,1,2021-01-01 00:00:00,2021-12-31 23:59:59
6806,Scope3,Waste disposal,Construction,Soils,Combustion,tonnes,tonnes,kg CO2e,Soils,,2021-01-01 00:00:00,2021-12-31 23:59:59
6807,Scope3,Waste disposal,Construction,Soils,Composting,tonnes,tonnes,kg CO2e,Soils,,2021-01-01 00:00:00,2021-12-31 23:59:59
6808,Scope3,Waste disposal,Construction,Soils,Landfill,tonnes,tonnes,kg CO2e,Soils,17.6,2021-01-01 00:00:00,2021-12-31 23:59:59
6809,Scope3,Waste disposal,Construction,Mineral oil,Re-use,tonnes,tonnes,kg CO2e,Mineral oil,,2021-01-01 00:00:00,2021-12-31 23:59:59
6810,Scope3,Waste disposal,Construction,Mineral oil,Open-loop,tonnes,tonnes,kg CO2e,Mineral oil,,2021-01-01 00:00:00,2021-12-31 23:59:59
6811,Scope3,Waste disposal,Construction,Mineral oil,Closed-loop,tonnes,tonnes,kg CO2e,Mineral oil,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6812,Scope3,Waste disposal,Construction,Mineral oil,Combustion,tonnes,tonnes,kg CO2e,Mineral oil,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6813,Scope3,Waste disposal,Construction,Mineral oil,Composting,tonnes,tonnes,kg CO2e,Mineral oil,,2021-01-01 00:00:00,2021-12-31 23:59:59
6814,Scope3,Waste disposal,Construction,Mineral oil,Landfill,tonnes,tonnes,kg CO2e,Mineral oil,,2021-01-01 00:00:00,2021-12-31 23:59:59
6815,Scope3,Waste disposal,Construction,Plasterboard,Re-use,tonnes,tonnes,kg CO2e,Plasterboard,,2021-01-01 00:00:00,2021-12-31 23:59:59
6816,Scope3,Waste disposal,Construction,Plasterboard,Open-loop,tonnes,tonnes,kg CO2e,Plasterboard,,2021-01-01 00:00:00,2021-12-31 23:59:59
6817,Scope3,Waste disposal,Construction,Plasterboard,Closed-loop,tonnes,tonnes,kg CO2e,Plasterboard,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6818,Scope3,Waste disposal,Construction,Plasterboard,Combustion,tonnes,tonnes,kg CO2e,Plasterboard,,2021-01-01 00:00:00,2021-12-31 23:59:59
6819,Scope3,Waste disposal,Construction,Plasterboard,Composting,tonnes,tonnes,kg CO2e,Plasterboard,,2021-01-01 00:00:00,2021-12-31 23:59:59
6820,Scope3,Waste disposal,Construction,Plasterboard,Landfill,tonnes,tonnes,kg CO2e,Plasterboard,72,2021-01-01 00:00:00,2021-12-31 23:59:59
6821,Scope3,Waste disposal,Construction,Tyres,Re-use,tonnes,tonnes,kg CO2e,Tyres,,2021-01-01 00:00:00,2021-12-31 23:59:59
6822,Scope3,Waste disposal,Construction,Tyres,Open-loop,tonnes,tonnes,kg CO2e,Tyres,,2021-01-01 00:00:00,2021-12-31 23:59:59
6823,Scope3,Waste disposal,Construction,Tyres,Closed-loop,tonnes,tonnes,kg CO2e,Tyres,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6824,Scope3,Waste disposal,Construction,Tyres,Combustion,tonnes,tonnes,kg CO2e,Tyres,,2021-01-01 00:00:00,2021-12-31 23:59:59
6825,Scope3,Waste disposal,Construction,Tyres,Composting,tonnes,tonnes,kg CO2e,Tyres,,2021-01-01 00:00:00,2021-12-31 23:59:59
6826,Scope3,Waste disposal,Construction,Tyres,Landfill,tonnes,tonnes,kg CO2e,Tyres,,2021-01-01 00:00:00,2021-12-31 23:59:59
6827,Scope3,Waste disposal,Construction,Wood,Re-use,tonnes,tonnes,kg CO2e,Wood,,2021-01-01 00:00:00,2021-12-31 23:59:59
6828,Scope3,Waste disposal,Construction,Wood,Open-loop,tonnes,tonnes,kg CO2e,Wood,,2021-01-01 00:00:00,2021-12-31 23:59:59
6829,Scope3,Waste disposal,Construction,Wood,Closed-loop,tonnes,tonnes,kg CO2e,Wood,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6830,Scope3,Waste disposal,Construction,Wood,Combustion,tonnes,tonnes,kg CO2e,Wood,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6831,Scope3,Waste disposal,Construction,Wood,Composting,tonnes,tonnes,kg CO2e,Wood,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6832,Scope3,Waste disposal,Construction,Wood,Landfill,tonnes,tonnes,kg CO2e,Wood,828,2021-01-01 00:00:00,2021-12-31 23:59:59
6833,Scope3,Waste disposal,Other,Books,Re-use,tonnes,tonnes,kg CO2e,Books,,2021-01-01 00:00:00,2021-12-31 23:59:59
6834,Scope3,Waste disposal,Other,Books,Open-loop,tonnes,tonnes,kg CO2e,Books,,2021-01-01 00:00:00,2021-12-31 23:59:59
6835,Scope3,Waste disposal,Other,Books,Closed-loop,tonnes,tonnes,kg CO2e,Books,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6836,Scope3,Waste disposal,Other,Books,Combustion,tonnes,tonnes,kg CO2e,Books,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6837,Scope3,Waste disposal,Other,Books,Composting,tonnes,tonnes,kg CO2e,Books,,2021-01-01 00:00:00,2021-12-31 23:59:59
6838,Scope3,Waste disposal,Other,Books,Landfill,tonnes,tonnes,kg CO2e,Books,1041.8,2021-01-01 00:00:00,2021-12-31 23:59:59
6839,Scope3,Waste disposal,Other,Glass,Re-use,tonnes,tonnes,kg CO2e,Glass,,2021-01-01 00:00:00,2021-12-31 23:59:59
6840,Scope3,Waste disposal,Other,Glass,Open-loop,tonnes,tonnes,kg CO2e,Glass,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6841,Scope3,Waste disposal,Other,Glass,Closed-loop,tonnes,tonnes,kg CO2e,Glass,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6842,Scope3,Waste disposal,Other,Glass,Combustion,tonnes,tonnes,kg CO2e,Glass,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6843,Scope3,Waste disposal,Other,Glass,Composting,tonnes,tonnes,kg CO2e,Glass,,2021-01-01 00:00:00,2021-12-31 23:59:59
6844,Scope3,Waste disposal,Other,Glass,Landfill,tonnes,tonnes,kg CO2e,Glass,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6845,Scope3,Waste disposal,Other,Clothing,Re-use,tonnes,tonnes,kg CO2e,Clothing,,2021-01-01 00:00:00,2021-12-31 23:59:59
6846,Scope3,Waste disposal,Other,Clothing,Open-loop,tonnes,tonnes,kg CO2e,Clothing,,2021-01-01 00:00:00,2021-12-31 23:59:59
6847,Scope3,Waste disposal,Other,Clothing,Closed-loop,tonnes,tonnes,kg CO2e,Clothing,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6848,Scope3,Waste disposal,Other,Clothing,Combustion,tonnes,tonnes,kg CO2e,Clothing,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6849,Scope3,Waste disposal,Other,Clothing,Composting,tonnes,tonnes,kg CO2e,Clothing,,2021-01-01 00:00:00,2021-12-31 23:59:59
6850,Scope3,Waste disposal,Other,Clothing,Landfill,tonnes,tonnes,kg CO2e,Clothing,444.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6851,Scope3,Waste disposal,Refuse,Household residual waste,Open-loop,tonnes,tonnes,kg CO2e,Household residual waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6852,Scope3,Waste disposal,Refuse,Household residual waste,Closed-loop,tonnes,tonnes,kg CO2e,Household residual waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6853,Scope3,Waste disposal,Refuse,Household residual waste,Combustion,tonnes,tonnes,kg CO2e,Household residual waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6854,Scope3,Waste disposal,Refuse,Household residual waste,Anaerobic digestion,tonnes,tonnes,kg CO2e,Household residual waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6855,Scope3,Waste disposal,Refuse,Household residual waste,Composting,tonnes,tonnes,kg CO2e,Household residual waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6856,Scope3,Waste disposal,Refuse,Household residual waste,Landfill,tonnes,tonnes,kg CO2e,Household residual waste,446.2,2021-01-01 00:00:00,2021-12-31 23:59:59
6857,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Open-loop,tonnes,tonnes,kg CO2e,Organic: food and drink waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6858,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Closed-loop,tonnes,tonnes,kg CO2e,Organic: food and drink waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6859,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Combustion,tonnes,tonnes,kg CO2e,Organic: food and drink waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6860,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Anaerobic digestion,tonnes,tonnes,kg CO2e,Organic: food and drink waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6861,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Composting,tonnes,tonnes,kg CO2e,Organic: food and drink waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6862,Scope3,Waste disposal,Refuse,Organic: food and drink waste,Landfill,tonnes,tonnes,kg CO2e,Organic: food and drink waste,626.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6863,Scope3,Waste disposal,Refuse,Organic: garden waste,Open-loop,tonnes,tonnes,kg CO2e,Organic: garden waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6864,Scope3,Waste disposal,Refuse,Organic: garden waste,Closed-loop,tonnes,tonnes,kg CO2e,Organic: garden waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6865,Scope3,Waste disposal,Refuse,Organic: garden waste,Combustion,tonnes,tonnes,kg CO2e,Organic: garden waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6866,Scope3,Waste disposal,Refuse,Organic: garden waste,Anaerobic digestion,tonnes,tonnes,kg CO2e,Organic: garden waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6867,Scope3,Waste disposal,Refuse,Organic: garden waste,Composting,tonnes,tonnes,kg CO2e,Organic: garden waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6868,Scope3,Waste disposal,Refuse,Organic: garden waste,Landfill,tonnes,tonnes,kg CO2e,Organic: garden waste,579,2021-01-01 00:00:00,2021-12-31 23:59:59
6869,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Open-loop,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6870,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Closed-loop,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6871,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Combustion,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6872,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Anaerobic digestion,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6873,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Composting,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6874,Scope3,Waste disposal,Refuse,Organic: mixed food and garden waste,Landfill,tonnes,tonnes,kg CO2e,Organic: mixed food and garden waste,587.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6875,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Open-loop,tonnes,tonnes,kg CO2e,Commercial and industrial waste,,2021-01-01 00:00:00,2021-12-31 23:59:59
6876,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Closed-loop,tonnes,tonnes,kg CO2e,Commercial and industrial waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6877,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Combustion,tonnes,tonnes,kg CO2e,Commercial and industrial waste,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6878,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Anaerobic digestion,tonnes,tonnes,kg CO2e,Commercial and industrial waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6879,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Composting,tonnes,tonnes,kg CO2e,Commercial and industrial waste,9,2021-01-01 00:00:00,2021-12-31 23:59:59
6880,Scope3,Waste disposal,Refuse,Commercial and industrial waste,Landfill,tonnes,tonnes,kg CO2e,Commercial and industrial waste,467,2021-01-01 00:00:00,2021-12-31 23:59:59
6881,Scope3,Waste disposal,Electrical items,WEEE - fridges and freezers,Re-use,tonnes,tonnes,kg CO2e,WEEE - fridges and freezers,,2021-01-01 00:00:00,2021-12-31 23:59:59
6882,Scope3,Waste disposal,Electrical items,WEEE - fridges and freezers,Open-loop,tonnes,tonnes,kg CO2e,WEEE - fridges and freezers,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6883,Scope3,Waste disposal,Electrical items,WEEE - fridges and freezers,Combustion,tonnes,tonnes,kg CO2e,WEEE - fridges and freezers,,2021-01-01 00:00:00,2021-12-31 23:59:59
6884,Scope3,Waste disposal,Electrical items,WEEE - fridges and freezers,Landfill,tonnes,tonnes,kg CO2e,WEEE - fridges and freezers,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6885,Scope3,Waste disposal,Electrical items,WEEE - large,Re-use,tonnes,tonnes,kg CO2e,WEEE - large,,2021-01-01 00:00:00,2021-12-31 23:59:59
6886,Scope3,Waste disposal,Electrical items,WEEE - large,Open-loop,tonnes,tonnes,kg CO2e,WEEE - large,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6887,Scope3,Waste disposal,Electrical items,WEEE - large,Combustion,tonnes,tonnes,kg CO2e,WEEE - large,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6888,Scope3,Waste disposal,Electrical items,WEEE - large,Landfill,tonnes,tonnes,kg CO2e,WEEE - large,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6889,Scope3,Waste disposal,Electrical items,WEEE - mixed,Re-use,tonnes,tonnes,kg CO2e,WEEE - mixed,,2021-01-01 00:00:00,2021-12-31 23:59:59
6890,Scope3,Waste disposal,Electrical items,WEEE - mixed,Open-loop,tonnes,tonnes,kg CO2e,WEEE - mixed,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6891,Scope3,Waste disposal,Electrical items,WEEE - mixed,Combustion,tonnes,tonnes,kg CO2e,WEEE - mixed,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6892,Scope3,Waste disposal,Electrical items,WEEE - mixed,Landfill,tonnes,tonnes,kg CO2e,WEEE - mixed,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6893,Scope3,Waste disposal,Electrical items,WEEE - small,Re-use,tonnes,tonnes,kg CO2e,WEEE - small,,2021-01-01 00:00:00,2021-12-31 23:59:59
6894,Scope3,Waste disposal,Electrical items,WEEE - small,Open-loop,tonnes,tonnes,kg CO2e,WEEE - small,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6895,Scope3,Waste disposal,Electrical items,WEEE - small,Combustion,tonnes,tonnes,kg CO2e,WEEE - small,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6896,Scope3,Waste disposal,Electrical items,WEEE - small,Landfill,tonnes,tonnes,kg CO2e,WEEE - small,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6897,Scope3,Waste disposal,Electrical items,Batteries,Re-use,tonnes,tonnes,kg CO2e,Batteries,,2021-01-01 00:00:00,2021-12-31 23:59:59
6898,Scope3,Waste disposal,Electrical items,Batteries,Open-loop,tonnes,tonnes,kg CO2e,Batteries,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6899,Scope3,Waste disposal,Electrical items,Batteries,Combustion,tonnes,tonnes,kg CO2e,Batteries,,2021-01-01 00:00:00,2021-12-31 23:59:59
6900,Scope3,Waste disposal,Electrical items,Batteries,Landfill,tonnes,tonnes,kg CO2e,Batteries,8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6901,Scope3,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),Open-loop,tonnes,tonnes,kg CO2e,Metal: aluminium cans and foil (excl. forming),21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6902,Scope3,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),Closed-loop,tonnes,tonnes,kg CO2e,Metal: aluminium cans and foil (excl. forming),21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6903,Scope3,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),Combustion,tonnes,tonnes,kg CO2e,Metal: aluminium cans and foil (excl. forming),21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6904,Scope3,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),Landfill,tonnes,tonnes,kg CO2e,Metal: aluminium cans and foil (excl. forming),8.9,2021-01-01 00:00:00,2021-12-31 23:59:59
6905,Scope3,Waste disposal,Metal,Metal: mixed cans,Open-loop,tonnes,tonnes,kg CO2e,Metal: mixed cans,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6906,Scope3,Waste disposal,Metal,Metal: mixed cans,Closed-loop,tonnes,tonnes,kg CO2e,Metal: mixed cans,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
6907,Scope3,Waste disposal,Metal,Metal: mixed cans,Combustion,tonnes,tonnes,kg CO2e,Metal: mixed cans,21.3,2021-01-01 00:00:00,2021-12-31 23:59:59
